Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
140.219.229.57-10.1.0.4-50485-123-17,140.219.229.57,50485,10.1.0.4,123,17,2023-02-05 23:19:19,414,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,231884.0579710145,4830.917874396136,414.0,0.0,414.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2415.458937198068,2415.458937198068,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639159564636.0,0.0,1675639159564636.0,1675639159564636.0,ddospot
87.237.238.124-10.1.0.4-1435-123-17,87.237.238.124,1435,10.1.0.4,123,17,2023-02-05 23:19:19,676,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,142011.83431952665,2958.579881656805,676.0,0.0,676.0,676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1479.2899408284025,1479.2899408284025,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639159186802.0,0.0,1675639159186802.0,1675639159186802.0,ddospot
159.165.160.9-10.1.0.4-7037-123-17,159.165.160.9,7037,10.1.0.4,123,17,2023-02-05 23:19:19,362,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,265193.37016574584,5524.861878453038,362.0,0.0,362.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2762.430939226519,2762.430939226519,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639159666310.0,0.0,1675639159666310.0,1675639159666310.0,ddospot
124.40.247.119-10.1.0.4-47244-123-17,124.40.247.119,47244,10.1.0.4,123,17,2023-02-05 23:19:19,426,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,225352.1126760564,4694.835680751174,426.0,0.0,426.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2347.417840375587,2347.417840375587,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639159275138.0,0.0,1675639159275138.0,1675639159275138.0,ddospot
103.118.94.6-10.1.0.4-30955-123-17,103.118.94.6,30955,10.1.0.4,123,17,2023-02-05 23:19:20,409,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,234718.826405868,4889.975550122249,409.0,0.0,409.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2444.9877750611245,2444.9877750611245,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160256499.0,0.0,1675639160256499.0,1675639160256499.0,ddospot
147.164.153.68-10.1.0.4-38824-123-17,147.164.153.68,38824,10.1.0.4,123,17,2023-02-05 23:19:20,572,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,167832.16783216782,3496.5034965034965,572.0,0.0,572.0,572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1748.2517482517485,1748.2517482517485,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160906459.0,0.0,1675639160906459.0,1675639160906459.0,ddospot
45.156.109.91-10.1.0.4-56017-123-17,45.156.109.91,56017,10.1.0.4,123,17,2023-02-05 23:19:20,433,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,221709.00692840645,4618.937644341801,433.0,0.0,433.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2309.4688221709007,2309.4688221709007,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160302243.0,0.0,1675639160302243.0,1675639160302243.0,ddospot
8.187.17.35-10.1.0.4-58224-123-17,8.187.17.35,58224,10.1.0.4,123,17,2023-02-05 23:19:20,402,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,238805.97014925373,4975.124378109453,402.0,0.0,402.0,402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2487.5621890547263,2487.5621890547263,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160729295.0,0.0,1675639160729295.0,1675639160729295.0,ddospot
209.242.161.116-10.1.0.4-57819-123-17,209.242.161.116,57819,10.1.0.4,123,17,2023-02-05 23:19:20,390,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,246153.84615384616,5128.205128205128,390.0,0.0,390.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2564.102564102564,2564.102564102564,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160596352.0,0.0,1675639160596352.0,1675639160596352.0,ddospot
35.175.238.52-10.1.0.4-42822-123-17,35.175.238.52,42822,10.1.0.4,123,17,2023-02-05 23:19:20,480,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,200000.0,4166.666666666667,480.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2083.333333333333,2083.333333333333,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160542728.0,0.0,1675639160542728.0,1675639160542728.0,ddospot
216.106.221.64-10.1.0.4-51731-123-17,216.106.221.64,51731,10.1.0.4,123,17,2023-02-05 23:19:20,462,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,207792.2077922078,4329.004329004329,462.0,0.0,462.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2164.5021645021643,2164.5021645021643,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160463255.0,0.0,1675639160463255.0,1675639160463255.0,ddospot
7.219.85.81-10.1.0.4-57257-123-17,7.219.85.81,57257,10.1.0.4,123,17,2023-02-05 23:19:20,669,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,143497.75784753362,2989.536621823617,669.0,0.0,669.0,669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1494.7683109118086,1494.7683109118086,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160393819.0,0.0,1675639160393819.0,1675639160393819.0,ddospot
32.39.74.3-10.1.0.4-27579-123-17,32.39.74.3,27579,10.1.0.4,123,17,2023-02-05 23:19:20,339,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,283185.8407079646,5899.705014749263,339.0,0.0,339.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2949.8525073746314,2949.8525073746314,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160817844.0,0.0,1675639160817844.0,1675639160817844.0,ddospot
43.33.9.74-10.1.0.4-47699-123-17,43.33.9.74,47699,10.1.0.4,123,17,2023-02-05 23:19:20,475,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,202105.26315789475,4210.526315789473,475.0,0.0,475.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2105.2631578947367,2105.2631578947367,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160675778.0,0.0,1675639160675778.0,1675639160675778.0,ddospot
217.214.37.71-10.1.0.4-43715-123-17,217.214.37.71,43715,10.1.0.4,123,17,2023-02-05 23:19:20,473,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,202959.8308668076,4228.329809725158,473.0,0.0,473.0,473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2114.164904862579,2114.164904862579,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160707204.0,0.0,1675639160707204.0,1675639160707204.0,ddospot
142.116.163.67-10.1.0.4-14683-123-17,142.116.163.67,14683,10.1.0.4,123,17,2023-02-05 23:19:20,428,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,224299.0654205608,4672.897196261682,428.0,0.0,428.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2336.448598130841,2336.448598130841,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160073989.0,0.0,1675639160073989.0,1675639160073989.0,ddospot
223.65.167.96-10.1.0.4-18298-123-17,223.65.167.96,18298,10.1.0.4,123,17,2023-02-05 23:19:20,811,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,118372.3797780518,2466.091245376079,811.0,0.0,811.0,811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1233.0456226880394,1233.0456226880394,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160796193.0,0.0,1675639160796193.0,1675639160796193.0,ddospot
189.61.152.30-10.1.0.4-26724-123-17,189.61.152.30,26724,10.1.0.4,123,17,2023-02-05 23:19:20,660,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,145454.54545454544,3030.3030303030305,660.0,0.0,660.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1515.1515151515152,1515.1515151515152,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160028026.0,0.0,1675639160028026.0,1675639160028026.0,ddospot
78.141.36.78-10.1.0.4-25181-123-17,78.141.36.78,25181,10.1.0.4,123,17,2023-02-05 23:19:20,416,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,230769.2307692308,4807.692307692308,416.0,0.0,416.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2403.846153846154,2403.846153846154,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160520477.0,0.0,1675639160520477.0,1675639160520477.0,ddospot
78.144.161.37-10.1.0.4-7371-123-17,78.144.161.37,7371,10.1.0.4,123,17,2023-02-05 23:19:20,454,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,211453.7444933921,4405.286343612335,454.0,0.0,454.0,454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2202.643171806168,2202.643171806168,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160201633.0,0.0,1675639160201633.0,1675639160201633.0,ddospot
201.11.207.4-10.1.0.4-46080-123-17,201.11.207.4,46080,10.1.0.4,123,17,2023-02-05 23:19:20,449,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,213808.4632516704,4454.342984409799,449.0,0.0,449.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2227.1714922049,2227.1714922049,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160051174.0,0.0,1675639160051174.0,1675639160051174.0,ddospot
58.111.52.108-10.1.0.4-13367-123-17,58.111.52.108,13367,10.1.0.4,123,17,2023-02-05 23:19:20,484,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,198347.1074380165,4132.231404958678,484.0,0.0,484.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2066.115702479339,2066.115702479339,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160416668.0,0.0,1675639160416668.0,1675639160416668.0,ddospot
54.147.84.93-10.1.0.4-46416-123-17,54.147.84.93,46416,10.1.0.4,123,17,2023-02-05 23:19:20,947,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,101372.75607180568,2111.932418162619,947.0,0.0,947.0,947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1055.9662090813094,1055.9662090813094,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160862287.0,0.0,1675639160862287.0,1675639160862287.0,ddospot
149.184.228.34-10.1.0.4-24711-123-17,149.184.228.34,24711,10.1.0.4,123,17,2023-02-05 23:19:20,741,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,129554.65587044532,2699.055330634278,741.0,0.0,741.0,741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1349.527665317139,1349.527665317139,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160663029.0,0.0,1675639160663029.0,1675639160663029.0,ddospot
210.10.232.119-10.1.0.4-33684-123-17,210.10.232.119,33684,10.1.0.4,123,17,2023-02-05 23:19:20,412,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,233009.70873786407,4854.368932038835,412.0,0.0,412.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2427.1844660194174,2427.1844660194174,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160165250.0,0.0,1675639160165250.0,1675639160165250.0,ddospot
31.152.30.11-10.1.0.4-12289-123-17,31.152.30.11,12289,10.1.0.4,123,17,2023-02-05 23:19:20,416,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,230769.2307692308,4807.692307692308,416.0,0.0,416.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2403.846153846154,2403.846153846154,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160096913.0,0.0,1675639160096913.0,1675639160096913.0,ddospot
124.125.135.32-10.1.0.4-23623-123-17,124.125.135.32,23623,10.1.0.4,123,17,2023-02-05 23:19:20,756,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,126984.12698412698,2645.502645502645,756.0,0.0,756.0,756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1322.7513227513227,1322.7513227513227,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160233742.0,0.0,1675639160233742.0,1675639160233742.0,ddospot
88.196.46.0-10.1.0.4-15225-123-17,88.196.46.0,15225,10.1.0.4,123,17,2023-02-05 23:19:20,508,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,188976.37795275592,3937.007874015748,508.0,0.0,508.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1968.503937007874,1968.503937007874,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160609381.0,0.0,1675639160609381.0,1675639160609381.0,ddospot
159.205.97.120-10.1.0.4-62329-123-17,159.205.97.120,62329,10.1.0.4,123,17,2023-02-05 23:19:20,512,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,187500.0,3906.25,512.0,0.0,512.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1953.125,1953.125,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160574398.0,0.0,1675639160574398.0,1675639160574398.0,ddospot
87.117.5.110-10.1.0.4-51853-123-17,87.117.5.110,51853,10.1.0.4,123,17,2023-02-05 23:19:20,484,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,198347.1074380165,4132.231404958678,484.0,0.0,484.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2066.115702479339,2066.115702479339,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160498790.0,0.0,1675639160498790.0,1675639160498790.0,ddospot
17.208.61.111-10.1.0.4-50431-123-17,17.208.61.111,50431,10.1.0.4,123,17,2023-02-05 23:19:20,776,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,123711.34020618556,2577.319587628866,776.0,0.0,776.0,776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1288.659793814433,1288.659793814433,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160990070.0,0.0,1675639160990070.0,1675639160990070.0,ddospot
207.206.193.21-10.1.0.4-15409-123-17,207.206.193.21,15409,10.1.0.4,123,17,2023-02-05 23:19:20,407,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,235872.23587223585,4914.004914004914,407.0,0.0,407.0,407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2457.002457002457,2457.002457002457,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160764805.0,0.0,1675639160764805.0,1675639160764805.0,ddospot
47.147.179.36-10.1.0.4-20067-123-17,47.147.179.36,20067,10.1.0.4,123,17,2023-02-05 23:19:20,396,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,242424.24242424243,5050.505050505051,396.0,0.0,396.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2525.2525252525256,2525.2525252525256,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160142527.0,0.0,1675639160142527.0,1675639160142527.0,ddospot
141.89.106.48-10.1.0.4-51587-123-17,141.89.106.48,51587,10.1.0.4,123,17,2023-02-05 23:19:20,434,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,221198.15668202765,4608.294930875576,434.0,0.0,434.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2304.147465437788,2304.147465437788,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160119562.0,0.0,1675639160119562.0,1675639160119562.0,ddospot
114.133.133.56-10.1.0.4-11304-123-17,114.133.133.56,11304,10.1.0.4,123,17,2023-02-05 23:19:20,548,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,175182.48175182482,3649.635036496352,548.0,0.0,548.0,548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1824.8175182481752,1824.8175182481752,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160440774.0,0.0,1675639160440774.0,1675639160440774.0,ddospot
114.43.201.26-10.1.0.4-25549-123-17,114.43.201.26,25549,10.1.0.4,123,17,2023-02-05 23:19:20,466,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,206008.5836909871,4291.845493562232,466.0,0.0,466.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2145.922746781116,2145.922746781116,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639160751654.0,0.0,1675639160751654.0,1675639160751654.0,ddospot
159.29.241.72-10.1.0.4-7649-123-17,159.29.241.72,7649,10.1.0.4,123,17,2023-02-05 23:19:21,409,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,234718.826405868,4889.975550122249,409.0,0.0,409.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2444.9877750611245,2444.9877750611245,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639161603195.0,0.0,1675639161603195.0,1675639161603195.0,ddospot
210.170.116.123-10.1.0.4-48031-123-17,210.170.116.123,48031,10.1.0.4,123,17,2023-02-05 23:19:21,388,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,247422.68041237115,5154.639175257732,388.0,0.0,388.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2577.319587628866,2577.319587628866,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639161814766.0,0.0,1675639161814766.0,1675639161814766.0,ddospot
36.192.180.14-10.1.0.4-44948-123-17,36.192.180.14,44948,10.1.0.4,123,17,2023-02-05 23:19:21,422,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,227488.15165876772,4739.336492890995,422.0,0.0,422.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2369.668246445497,2369.668246445497,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639161336422.0,0.0,1675639161336422.0,1675639161336422.0,ddospot
